user_id	user_name	follower	following	tweet	date
eiryplus	Noriyuki	255	223	利便性はセキュリティとバランス取るもんじゃないとおもんだがな・・・ #7pay	2019-07-04 05:28:26
benrikana	便利かな	191	192	#7pay 特定のサービス停止に時間がかかるのは、原発のシャットダウンみたいと言うか、スローモーションと言うか。ごゆっくりですね。	2019-07-04 05:28:25
iwa_30	いわ@(39)暗号資産で月間000兆円爆益！	1341	543	#7pay 被害者が900名、被害総額5500万円以上  これは金融庁が本社に泊まりでガサ入れ&amp;業務停止命令で当分は新規口座登録の禁止案件ですね  金融庁さん@fsa_JAPAN 働いてくださ〜い。お仕事の時間ですよ〜。	2019-07-04 05:28:25
drei_null_eins	301	7	57	今日の会見で「利便性」って単語を出すは不適切では？ #7pay	2019-07-04 05:28:24
yuetuki1	ゆえ@シャニマス始めました	190	235	Clomeのデベロッパー・ツールで 見ていじってみたらこれは超ヤバい  #display:none  #7pay #omni7 https://t.co/HXwynyRWl3	2019-07-04 05:28:17
pdkrish	くりしゅP@ミリ6th 地方公演全通	128	432	この社長あかん。早く引っ込めたほうがいいのでは。 出てくるのは仕方がないにしてもIT知識が低いせいでどアウトな発言を繰り返しておる。現場は頭抱えてるんだろうな・・・合掌 #7pay	2019-07-04 05:28:13
parupu25	ぱるぷ	170	438	#7pay 緊急会見で恥さらし	2019-07-04 05:28:13
yentown13	水島柊	1893	2291	たぶんAPサーバー側の処理で必須チェックやらメアド形式チェックなどを削除してテストしてリリースするのに時間がかかるからという理由でcssで非表示設定という事に倒れたんでしょうけど、それはただ人間には見えないけど存在する、ですからね。 #7pay	2019-07-04 05:28:13
kaz_shu	kaz	105	235	今回のは残念な事象(他人事？) #7pay	2019-07-04 05:28:07
miyamisho	みやしょう@概念	231	961	え、パスワード変更されてても本人がログインできちゃうってそれ不正ログインもできませんかね #7pay	2019-07-04 05:28:07
9wick	kido@IoTエンジニア	207	157	タイムラインが #7Pay で埋められていく・・・もしかして記者会見中？	2019-07-04 05:28:02
kogure	コグレnote本執筆中[ブロガー:旅と酒とガジェット]	149740	1277	#7pay 記者会見 ・Amazonのギフトカードは買える（買っているかどうかは確認していない） ・知らない間にチャージされ、知らない間に使われ、本人が知らないところで使われているという事例  Q スマホ決済の信頼を失墜させたのでは？ A 我々としても残念。これをきっかけにさらに安心安全を目指したい	2019-07-04 05:27:52
id738315	id738315	3	0	セブンペイ不正利用、被害は900人5500万円　全てのチャージ・新規登録を一時停止【日本経済新聞】#7Pay #セブンペイ https://t.co/oQ9qQ6UNdT	2019-07-04 05:27:49
LumineKD	小田由斗	253	299	#7pay 技術的な質問を社長が答えてるけど、向かって右隣りの人が技術部門の執行役員だと思ったけど違うのかな	2019-07-04 05:27:45
chun_ryo	NAKANISHI Yoshiaki	1511	441	記者さん、7iD使ってるOmni7全体が危ない状態なのではってこと質問してください　#7pay	2019-07-04 05:27:42
xSaludSaru	xSalud《緩》	639	403	だれか技術面知ってる人を会見メンツに入れといてよ！なんか見てて辛い！  #7pay #セブンイレブン	2019-07-04 05:27:35
otsune	ǝunsʇo ıɯnɟɐsɐɯ	19119	7394	#7Pay  記者「二段階認証をなぜ導入してなかったのか」 セブン社長「二段階？？」  セブン側から用語について即座にアドバイスできる専門的技術者がなぜ一人も同席していないんだろう。これだと「とりあえず会見してこの場をしのぎたいだけなのか」と不安を呼んで、会見としては逆効果になってしまう。	2019-07-04 05:27:30
gorn	【PR】ⒼⓄⓇⓃ™	817	533	@FNN_News 二段階認証という言葉そのものを知らないのは重症やな。 確かに、キャッシュロス決済の騎手 #キャッシュロス決済 #7pay	2019-07-04 05:27:19
parupu25	ぱるぷ	170	438	#7pay もう、社長やめろ	2019-07-04 05:27:18
hanko_pettanko	はんこ@DIA修行ちう	588	640	後追いサービスでなんでこんなにやらかすのかわからなかったけど，何も考えてないリテラシーのかけらもない会社なんだな． #7pay	2019-07-04 05:27:17
nnkn810	くん	284	519	メアドを変更できるのはいかんでしょ… せめて、別にもう一つ追加可能とかにしとかないと #7Pay	2019-07-04 05:27:15
283cks	つばみ🏇📻💻⚾	824	973	セブンペイの会見に出てる人の頭の中「なぜ俺が会見に出てるんだ？」 #7pay	2019-07-04 05:27:13
ishka_norm	いすか	37	45	これこの人全然事態把握してないぞ パスワードリセットされてるから本人はアクセスできないでしょ #7pay	2019-07-04 05:27:11
ITEYA_Yuji	イテヤ ユウジ	8	62	#7Pay 社長、内心「困ったなあ、よくわからないのに」くらいしか思ってなさそう #セブンペイ	2019-07-04 05:27:10
cam_i8	はるか	688	590	#7pay 会見対応している人、2FA分かってないんじゃないかな？	2019-07-04 05:27:09
RYUTarumy2019	他魯毎	87	74	外部監査制度にしなきゃ駄目だよね。。。ムラ社会に特有の外圧が無いと変革しないって奴。（与信情報を紐付けたアカウント管理システムにも国際統一基準の導入を！）  #7pay #7pay不正 #7pay不正利用 https://t.co/6Mg0AUM8Dn	2019-07-04 05:27:08
maskot1977	Ikemen Mas Kot pay	3349	2592	#7pay 七払い八起き	2019-07-04 05:27:07
ohki1739	ををき	1	13	セブンの被害考えるとコンビニ上限価格4000円にしてる #楽天Pay は利便性は悪くなるもののよく考えてはいるよね  #7pay #セブンペイ #不正利用	2019-07-04 05:27:07
MaxGINGA999	Maxぎんが999号	398	489	ええっ？2段階認証も知らない企業が独自決済システム開発を？？　#7pay	2019-07-04 05:27:06
buffarin	はんぶん@ﾘｮｰﾁｶｸﾀﾞｲ	319	462	会見のレベルが低すぎてゾッとする #7pay	2019-07-04 05:27:04
mugahima	ちょんまげ	163	253	緊急会見まだ続いてるけど、7payやめてnanacoの還元率もどしてほしいなぁ。  ムリして『ペイ』に乗っかんなくていいからさぁ！  #7pay #セブンペイ #緊急会見 #YouTube https://t.co/9977HBIyPT	2019-07-04 05:26:56
RockmanZXad	MÅSO	397	380	だめだめじゃん　#7pay	2019-07-04 05:26:50
hamayamachan	浜のやまちゃん	11	38	#7pay #記者会見  なぜ2段階認証を導入しなかったのか?との記者の質問に、社長は従来のサービスの延長線上で考えていた、二段階認証が必要とまでは認識していなかった。とセキュリティ意識の低さを認める。	2019-07-04 05:26:45
Chirico_QP	キリコQP	170	228	〇〇ペイって、みんな見切り発車なのか? 検証しないのか? 今度は #7pay で致命傷かよ。 キャンペーンだからって飛びつくとエライいめに遭うな。 ほーーーってほってほってほってまっかせーーー https://t.co/9FY28vUW8m	2019-07-04 05:26:44
ryoshr	Ryo Shirao	519	517	まさかの自社チェックか？ #7pay https://t.co/tdg2T2nY7r	2019-07-04 05:26:43
mobilelabycom	携帯総合研究所📱更新通知用	106	69	【更新通知】速報：セブンペイ、不正アクセスで新規受付／全チャージ機能停止。被害額は5,500万円、すべて補償へ https://t.co/wvFovCPSkd  #7pay #セブンペイ #不正アクセス	2019-07-04 05:26:37
xeno_twit	Yusuke Sakakura🍎携帯総合研究所	2556	646	【ブログ更新】速報：セブンペイ、不正アクセスで新規受付／全チャージ機能停止。被害額は5,500万円、すべて補償へ https://t.co/GjG2VgyFiE  #7pay #セブンペイ #不正アクセス	2019-07-04 05:26:37
kusawake	ヒコウ技術者	420	730	#7pay 社長、不正使用があるとは言っているのに、何を買っているかはわかｒないとか？その時点で不正利用の状況が把握できていないことを暴露している。被害はどこまで広がるか？	2019-07-04 05:26:21
StarlightKing	Akira BEL	107	112	セキュリティ診断といっても、XSSとかの実装上の脆弱性を見つけるような診断ではひっかからないからなアレは。 「おかしな仕様が正しく実装されている状態」は、そういう診断だけでは見過ごされる。ちゃんと人が考えろということ  #7pay	2019-07-04 05:26:21
LumineKD	小田由斗	253	299	#7pay 換金性の高い商品で「タバコ」っていつの時代よ……	2019-07-04 05:26:13
benrikana	便利かな	191	192	#7pay 新しく始めるサービスで既存のセキュリティレベル（２要素認証）を超えていないのが、そもそも間違いで遅れてる。	2019-07-04 05:26:10
cam_i8	はるか	688	590	#7pay Q.Amazonギフトのようなプリペイドカードは買えるか A. 買えます	2019-07-04 05:26:09
hanko_pettanko	はんこ@DIA修行ちう	588	640	金融庁仕事して！ #7pay	2019-07-04 05:26:07
shioni_ff	Shioni	184	1016	もうだめだ7payなんて怖くて使えない。責任者が2段階認証も知らないようじゃ、今回の問題が解決しても他にどんな抜け穴があるかわかったもんじゃ無い #7pay	2019-07-04 05:26:03
h_echizenya	越前屋＠猫と映画とビール、たまにHTML	940	797	記者会見対応してる人が2段階認証知らないという&gt;セブンペイ不正利用でセブン＆アイが緊急会見 https://t.co/uTJBlX9Eo0 @YouTubeより #7pay	2019-07-04 05:26:03
workinghamutaro	進捗ダメ太郎	125	227	Q「何故二段階認証を導入しなかったのか」 ７「二段階認証？……」 https://t.co/NYFcmwIGE9  これ急いで記者会見開いたのは問題なのだ。 さすがに分かる人間をそばに置いておくべきなのだ…  #7pay	2019-07-04 05:25:59
harunop	Harunop	393	419	聞いててこんなに不安になる会見も珍しいのでは　#7pay	2019-07-04 05:25:56
KIM_TPDN	キムテポドン	839	365	2段階認証を知らないCEOだと… #7pay	2019-07-04 05:25:55
stealthJPN2	人生捨てるっす🍄（緊急待避垢）	9	6	#7pay #記者会見 IPAに届け出ても仕様通りの部分については脆弱性とは言えないと不受理になりますからねえ。 https://t.co/7pzfSDks8E	2019-07-04 05:25:49
nr00004	sdne0000/FGO	72	235	amazonギフト買えちゃうのか #7pay	2019-07-04 05:25:48
hanko_pettanko	はんこ@DIA修行ちう	588	640	nanacoでPOSAは変えないけれど，7payでは買える #7pay	2019-07-04 05:25:47
aa7th	きの子@就活GeekHub 9/14(土) 大阪	1315	604	社長が、どんだけやばい事態になっているのかかわかってないのかー #7Pay	2019-07-04 05:25:46
cam_i8	はるか	688	590	#7pay Q.被害額1万円以上では何が購入されているのか？ A. 換金性からみてタバコが推測される	2019-07-04 05:25:35
enopay110	えのぺい🌾無洗米CLUBマスター	591	300	私も犯人じゃないので分からない。  #7Pay	2019-07-04 05:25:30
kusawake	ヒコウ技術者	420	730	#7pay 社長、SMS認証を知らないっぽいね。差が分からない？この社長は退任決定的。つーか、対応があまりに悪く、下手するとホールディングに影響が及ぶ寸前だな。	2019-07-04 05:25:16
MakotoK	真琴	413	406	なるほど #7pay サイドの基本姿勢は「俺たちは万全で完璧だ何も悪いことはないたまたまスーパーハカーに狙われて不運だっただけだちゃんと金も出すんだからちいせぇことでごちゃごちゃいうな」なんだなあ。  7&amp;i株空売りかな。	2019-07-04 05:25:07
pdkrish	くりしゅP@ミリ6th 地方公演全通	128	432	内容を理解してないからちぐはぐな回答をした上に、2段階認証と同じ土俵でやるべきか？みたいなとんでもないなこの人。わからないならわからないといえばいいのに・・・ #7pay	2019-07-04 05:25:01
renyamizuno_	わかり亭めろたん。	1002	2247	担当者黙らせたほうが良いぞｗ #7pay	2019-07-04 05:24:56
hanko_pettanko	はんこ@DIA修行ちう	588	640	そんな認識の会社が決済なんか提供するなよ！ #7pay	2019-07-04 05:24:54
kogure	コグレnote本執筆中[ブロガー:旅と酒とガジェット]	149740	1277	#7pay 記者会見 Q SMS認証しなかった理由は？ A 7payの基本設計は7IDがありセブンイレブンアプリがある。アプリのいち機能として7payが入った。連携した形で登録することになっているので二段階云々と同じ土俵で比べられるのか認識していない。	2019-07-04 05:24:52
isseeeeey55	missey	86	239	速報: 7pay社長、2段階認証知らない。 #7pay	2019-07-04 05:24:50
ny400e	抜け殻🇯🇵	763	1232	タイムリーな話題なので #7pay https://t.co/tLOesHaUmM	2019-07-04 05:24:49
ITEYA_Yuji	イテヤ ユウジ	8	62	#7Pay 社長 「二段階認証……？」 ｗｗｗ #セブンペイ	2019-07-04 05:24:44
Mofu_Master	モフ・猫革命家	958	404	二段階認証わかってないｗｗｗｗあかんやつやんｗｗｗｗｗかんべんしてｗｗｗｗｗｗｗｗ  #7pay	2019-07-04 05:24:44
kuromoyo	Takami Torao ☕️XTREME Mandheling☂️	212	223	"記者 ""#7pay で二段階認証していなかったのはなぜですか?"" 責任者 ""二段階認証…??"""	2019-07-04 05:24:42
cam_i8	はるか	688	590	#7pay Q.2FAをやらなかった理由は？(いい質問ですね！) A. 7payは7アプリ基本設計を使用しているので...	2019-07-04 05:24:38
puDcf4OqeA3mUad	合わせ味噌（JAPAN）	3	27	不正利用の関係だと思うが7月4日、14時15分現在 7payでのレジで現金チャージとATMチャージが出来なくなってます。 #7pay	2019-07-04 05:24:37
rin0917	りんのおかん	147	703	#7pay もひどいけどファミマアプリも勝手に #ファミペイアプリ になってた…  おかげでモバイルTカード使えず。 もう落とすわ…💢	2019-07-04 05:24:37
69xxxryo	69xxxryo	291	668	"7iD残すより各アカウントを7iDに依存しない方向で検討するべきと思う #7pay   ""7pay（セブンペイ）の退会と解約手順 誤って7iDを退会しないよう注意"" https://t.co/xU5jiolnE2"	2019-07-04 05:24:36
abisuke	abisuke	75	157	乞食にはオニギリ、反社には5500万のプレゼント。太っ腹だなあ（白目 #7pay	2019-07-04 05:24:36
HiromitsuTakagi	Hiromitsu Takagi	28272	208	#7pay 7「二段階うんぬんは比べられない。」	2019-07-04 05:24:35
zuzu0301	zuzu@在宅エンジニアな同人主催	1785	2768	「２段階認証はなぜ使っていないのですか？」 「２段階認証？」  やばい２段階認証知らないのかｗ 想定質問でも入れるべき範囲なんだが。  「２段階うんぬんと同じ土俵で比べられないのか、私は承知していない」 #7pay	2019-07-04 05:24:32
hanko_pettanko	はんこ@DIA修行ちう	588	640	7IDと連携している形になるから・・・？うん？？？ すいません，説明が意味不明なんですが #7pay	2019-07-04 05:24:28
minato_f2023	みなと	16	239	2段階認証を知らない？？？ #7pay	2019-07-04 05:24:23
mock8989	ばにら☆月ファム🍤	1212	2264	2段階認証をされなかった理由は？  →「2段階認証？…(なにそれ)」  あ、これダメだこれ #7pay #緊急会見	2019-07-04 05:24:23
toofuya	とーふや	1384	3014	#7pay 記者会見で回答してるひと，二段階認証を知らないな．	2019-07-04 05:24:21
nr00004	sdne0000/FGO	72	235	2段階認証を知らないはやばい #7pay	2019-07-04 05:24:10
honemiwosarasu	骨身_元気があれば景気回復	794	1482	#7pay  上司「スマホで登録しても、後からメアドを簡単に変更できるようにしてくれよ。俺、スマホ苦手なんだよ」 SE「そんなことしたら、セキュリティがガバガバですよ」 上司「いいからやれよ。利便性だよ」  てな、ことを想像。	2019-07-04 05:24:10
nelnia	ねるにあ†Ridill	2743	2700	「2段階…認証…？」いやちょっと待て…2段階認証を知らないような反応してるぞ…ｗ #7Pay #セブンペイ	2019-07-04 05:24:03
adachijapan3	カモ@路上生活	89	78	【大悲報】セブンペイさん、二段階認証が理解できてない #7Pay #セブンペイ	2019-07-04 05:23:56
miyamisho	みやしょう@概念	231	961	もしや2段階認証をご存じない！？ #7pay	2019-07-04 05:23:53
koubemise	こうべみせ	787	662	素直に既存コード決済と提携してやるべきだったんだよな。 #7pay  #7pay不正	2019-07-04 05:23:49
Locus_by_Hiro	HiroLocus◢⁴⁶	313	256	7Payはつかわない。 #7Pay	2019-07-04 05:23:48
phiel17	Phiel / ふぃーる	34	151	2段階認証を知らない…？ #7pay	2019-07-04 05:23:47
HiromitsuTakagi	Hiromitsu Takagi	28272	208	#7pay 記者「二段階認証を入れなかったのは？」 7「二段階認証？ ？ ？」	2019-07-04 05:23:47
pdkrish	くりしゅP@ミリ6th 地方公演全通	128	432	記者「7payは二段階認証を入れなかった理由は何でしょうか？」7pay社長「にだんかい・・・にんしょう？？？？」 わぁお。。。 #7PAY	2019-07-04 05:23:46
CRMN_celeron	日比野ちりめん	532	1146	会見担当者が2段階認証を知らない… #7pay	2019-07-04 05:23:43
euroseller	「令和」時代もユーロ売り🇪🇺	17273	326	以前起きた #paypay の不正チャージ問題をすっかり忘れさせるほど強烈な #7pay の不正チャージ問題の酷さ。 #nanaco もあまり普及していない上に #7pay も立ち上げに失敗して，またフランチャイズいじめで業績をカバーする羽目になるのかな。	2019-07-04 05:23:39
eiryplus	Noriyuki	255	223	2段階認証でキョトンとしないで・・・ #7pay	2019-07-04 05:23:38
freecriming	c.free	153	546	あかんなw #7pay	2019-07-04 05:23:38
ytRino	イーノ	787	812	「2段階認証…?」でわらった #7pay	2019-07-04 05:23:38
aoharu_514	aoharu514	864	2466	#7pay 二段階認証の質問か	2019-07-04 05:23:37
kaz_shu	kaz	105	235	#7pay 二段階認証…？ という反応ｗ	2019-07-04 05:23:37
yoguru99	なごちゃん	244	342	二段階認証？って言ったぞｗ　#7pay	2019-07-04 05:23:37
xSaludSaru	xSalud《緩》	639	403	2段階認証について突っ込んでるけど、2段階認証知らないっぽい反応www #7pay #セブンイレブン	2019-07-04 05:23:36
ITEYA_Yuji	イテヤ ユウジ	8	62	#7Pay の会見ひどいなあ。ロクな報告が上がってないのか、上層部に報告を理解できるだけの能力がないのか…。	2019-07-04 05:23:35
LumineKD	小田由斗	253	299	#7pay 二段階認証を知らないトップ すごい	2019-07-04 05:23:35
workinghamutaro	進捗ダメ太郎	125	227	「二段階認証？」は笑うのだｗｗ #7pay	2019-07-04 05:23:34
ishka_norm	いすか	37	45	二段階認証……？ ヘイヘイ  #7pay	2019-07-04 05:23:32
shioni_ff	Shioni	184	1016	2段階認証が何かもわからないんですかね？ #7pay	2019-07-04 05:23:20
miyamisho	みやしょう@概念	231	961	全てのチャージを止めるんだったら、いずれチャージ分枯渇するだろうし、サービス停止が安牌じゃないのか #7pay	2019-07-04 05:23:16
mr68shi	68氏.pem【セキュスペ|暗号修士】	677	716	いい質問だ #7pay	2019-07-04 05:23:15
aoharu_514	aoharu514	864	2466	#7pay 被害届を出す方針	2019-07-04 05:23:11
kogure	コグレnote本執筆中[ブロガー:旅と酒とガジェット]	149740	1277	#7pay 記者会見 ・なるべく早く再開したいがいまのところいつかは言えない ・申告ベースでは発表した規模にはなっていない ・被害届けは出す方向である	2019-07-04 05:23:08
c_a_p_engineer	コピペエンジニア@コピペをしないコピペエンジニア	490	125	偉い人「脆弱性のテストをした人は誰ですか？怒らないから手を上げてください。」 ？「(´・ω・)ノ」 偉い人「では記者会見に出るか、会社を辞めるか選びなさい」 #7pay	2019-07-04 05:23:07
Mofu_Master	モフ・猫革命家	958	404	うーん、全自動のツール診断では脆弱性にはならない、と言われるとそうかなぁ。  でも、LACとかの診断でもアホフォームは「ヤバいぜ、おぬし」みたいなのあったと思うけど  #7pay	2019-07-04 05:23:05
mock8989	ばにら☆月ファム🍤	1212	2264	被害人数と被害額については？  →5500万円はあくまで試算ですので、申告ベースですとそこまでは被害報告はありません #7pay #緊急会見	2019-07-04 05:23:05
asahi_tokyo	朝日新聞東京編集局(コブク郎)	76162	51722	#７Ｐａｙ 緊急会見へ　無断使用の被害１９万５千円の例も https://t.co/miefMyaKek  セブン―イレブンが1日から始めた独自のスマホ決済「7Pay（#セブンペイ）」。不正利用の被害が多発していることについて、このあと記者会見が開かれます。 #7pay	2019-07-04 05:23:02
QXPJdvdZ7jreyqJ	峰 富士男	256	607	５００億使ってこれかよ！ #7pay #7pay不正利用 #7pay不正 #セブンイレブン https://t.co/nsER6Jvnko	2019-07-04 05:22:58
necolaus_dark	ねこらうすダークネス	186	51	誰でもいいから「display:noneごときで対応になると思ったの？」ってツッコんでくれ～～～～ #7pay	2019-07-04 05:22:53
pigro_tomo	とも@なまけもの	43	192	【 #7pay 】  プレスリリース👉https://t.co/O0XJyNu0yx  スタートして3日で終了してしまった。PayPayと違って セブンイレブンでしか使えないPayだから使うメリットが 殆どないんだよな・・。  1️⃣不正アクセス数👉約900名　金額 👉約5,500万円 2️⃣全てのチャージをストップ 3️⃣緊急ダイヤル 0120-192-044	2019-07-04 05:22:48
drei_null_eins	301	7	57	#7pay は補償するにしてもユーザにどれだけ 手間暇かけさせるのやら・・・ システム停めるのがすごく大変なのは解るけどねえ	2019-07-04 05:22:46
info_nekomataya	ねこまたや	2983	931	#7pay　セブンペイ側が認識が甘いな　やらかしたことの意味を理解していない感じだねぇ	2019-07-04 05:22:38
cam_i8	はるか	688	590	#7pay 150万人以上からの問い合わせをどう捌くんですかね。被害にあったか分からなくてもとりあえず問い合わせるユーザもいますよね。	2019-07-04 05:22:36
StarlightKing	Akira BEL	107	112	仕様策定時とかも「これはセキュリティ上まずいのでかえよう」と指摘すると「利便性とのバランスをとりたい(緩くしたい)」みたいなこという人がいる。 それは攻撃者にとっての利便性でもあるんだぞ #7pay	2019-07-04 05:22:33
chuanlijing	Ф.Йощенко@Baron of Sealand	290	101	#7pay の会見レポートを読みながら、スキミング被害の異議申し立て手続きをしている。場所はロシアで、被害額約10万円使われたのはインドであった。。 https://t.co/VsLqDR5c9m	2019-07-04 05:22:31
devilwitch8	デビルウィッチ	215	210	さすが #7pay しっかり守られてる📺📰	2019-07-04 05:22:04
02mgc	Mori (02mgc)	238	44	7&amp;iのオムニ7がヤバいのは知ってたから避けてた。だから5月のツイートでそれを少し触れたんだけど、わずか3日間でコケるとは… https://t.co/qMPimV7Cdy #7pay	2019-07-04 05:22:00
kusawake	ヒコウ技術者	420	730	#7pay 自信をもって安全だと監査したんだろ？その監査した人には修正の監査は出来ないよ？人を変えて監査基準を再考、その上で監査することになる。監査人いないのか？	2019-07-04 05:21:59
nelnia	ねるにあ†Ridill	2743	2700	これまたひどい対応だな…これで対応したって言うのは詐欺だぞ…→「CSSでフォームを非表示にしているだけ」7payのパスワード再設定に脆弱性、運営元が対策　「解決していない」との指摘も - ITmedia NEWS https://t.co/EI6LxawSev #7Pay #セブンペイ	2019-07-04 05:21:34
d6rkaiz	d6rkaiz.	769	696	#7pay でパスワードリセットしても、端末のセッションリセットされてない点を質問してほしいな。それで被害拡大してる気がする。	2019-07-04 05:21:13
kae_sakura	かえざくら＠7/6～8：宮崎～熊本～鹿児島	1695	1465	チャージした額を払い戻しが出来ないと、この酷いセキュリティリスクのある7IDを解約できないのわからないのかな #7pay	2019-07-04 05:20:49
shinchaso	ちゃそ	245	252	ひろみちゅ先生の呟きを見ただけでも察してしまうくらいにはセブンペイ側の対応が「うるせえな金返せばいいんだろ」って感じがにじみ出ててやばすぎる  あんたらのやった事はオンライン決済が積み上げてきた信頼や実績をこの騒動で無に返そうとしてるんやで・・・  #7pay	2019-07-04 05:20:49
IT00220643	うっちー｜バイトな高校生	390	456	やっとか… #7Pay https://t.co/WHSX4asVgh	2019-07-04 05:20:42
shioni_ff	Shioni	184	1016	突貫工事過ぎたんじゃないですかね #7pay	2019-07-04 05:20:31
ayano_kova	Ayano AKIYAMA	2286	1277	記者会見聞けば聞くほど怖いからやだという感じしかしない。 #7pay #セブンペイ	2019-07-04 05:20:31
ayudukin	ayudukin@RA	728	1239	7pay！退会したいけど3000円チャージしたあとなので、使い切れないと退会できないって出ちゃう！どうしたらいいの？！サポセン！ #7pay	2019-07-04 05:20:23
cam_i8	はるか	688	590	#7pay 保証はカード会社からのものもあるし、警察へ被害届の提出が必要なケースもある。(結局ユーザや外部機関に影響出してますね。)	2019-07-04 05:20:18
LumineKD	小田由斗	253	299	#7pay のパスワード再発行がアレな件、「スマホ利用者がメアド変えても使えるように」するためには、普通SMSとかIMEI番号とかと紐づけるんじゃないのかしら……	2019-07-04 05:20:12
enopay110	えのぺい🌾無洗米CLUBマスター	591	300	なるべく早く再開したいが、今のところは未定。  #7pay	2019-07-04 05:20:04
parupu25	ぱるぷ	170	438	#7pay 再開しなくていいよ、このままサービス終了して	2019-07-04 05:19:58
susumuis	susumuis	1035	599	午後から出社してしまって #7pay の会見が聞けなくて残念ｗ	2019-07-04 05:19:53
hoseitsukyo2017	taka（法政通教生）	135	160	#7pay（#セブンイレブン アプリのスマホ決済サービス） 「メールアドレス・生年月日・電話番号がわかれば、第三者が7payのセブンイレブンアプリのパスワードを変更できることが判明した」  7payクレジットカード不正利用：第三者乗っ取りがあり得る致命的な2つの弱点(三上洋) https://t.co/MWk497b4t9	2019-07-04 05:19:48
ureshidesign	みにまる＠うれしデザイン	654	594	#7pay なんでサービス全部止めないの？？？	2019-07-04 05:19:22
koubemise	こうべみせ	787	662	有能な質問をする記者が多いのう。芸能・スポーツ関係の記者もこうであってほしい。 #7pay  #7pay不正 https://t.co/VBeZWMgf6u	2019-07-04 05:19:16
zuzu0301	zuzu@在宅エンジニアな同人主催	1785	2768	「新規登録は決済とは別システムですぐの止められるか判断つかない」 いや画面閉じろよ。それだけだろｗ 登録画面へのボタン消して、登録画面でのGET、POST送信を受け入れなくするだけでいいでしょ。。  決済システム作っている動かしているというは企業の対応じゃないぞ。。   #7pay	2019-07-04 05:19:15
cam_i8	はるか	688	590	#7pay 7/1から3日間で150万件の新規登録があった。	2019-07-04 05:18:58
madmamor	mamor	629	377	推測される乗っ取り方法と同じ方法で、別端末使って自分で乗っ取って一万円の連続決済すると保証されるのかな？w #7pay	2019-07-04 05:18:57
k0suke	こーすけ	268	256	null様は草 #7pay https://t.co/qy4toYyKkR	2019-07-04 05:18:56
KeitaroKitano	北野 啓太郎＠フリーランスライター	3159	827	#7pay 不正アクセスや情報漏えいが絶讃炎上中ですが、一度メアドやパスワードが漏れるとスパムの嵐にあうので超絶面倒ですよ。  僕が使っているレンタカー屋で1年以上前に情報漏えいがあり、以来「金を払え」と脅迫メールが届くようになり、今も毎日10通ほど届きます。 https://t.co/Y3nvd9iTwC	2019-07-04 05:18:38
kogure	コグレnote本執筆中[ブロガー:旅と酒とガジェット]	149740	1277	#7pay 記者会見 Q パスワード確認で他のメールアドレスが入力できるようにしていた理由は？ A ふだんスマホを使っている人でパスワードをパソコンからしたい、その場合、キャリアのアドレスは使えなくなるため、そういった方へ便宜を図るため。 ・チャージは14時に全て停止	2019-07-04 05:18:37
yu153_8	くちおば	53	317	金額的な保障はするのかもしれないけれど個人情報が流出するのでは？連携システムも脆弱になるんだったら #7pay	2019-07-04 05:18:26
kuu_neru_neru	くう_ねる_ねる	92	225	今、7payのHP見たけど、あまりにも魅力なさ過ぎて笑える。nanacoマネーと7payマネーは合算できないしanaco電子マネー、7payマネー、nanacoポイント、nanacoネットポイントとか複雑にしすぎだろ（笑）。自分たちの都合ばかり考えてて利用者のこと全く考えて無いのは酷いな #7pay #セブンイレブン	2019-07-04 05:18:26
ayudukin	ayudukin@RA	728	1239	7payどうしたらいいのか。 ビビってる。  #7pay不正  #7pay	2019-07-04 05:18:24
mock8989	ばにら☆月ファム🍤	1212	2264	新規登録はいつ停止される予定ですか？  →今新規登録の停止の予定はしておりますが、近々で止める予定です、具体的な日時はまだ #7pay #緊急会見	2019-07-04 05:18:24
kuromoyo	Takami Torao ☕️XTREME Mandheling☂️	212	223	"#7pay ""Omni7 で別のメールアドレス宛にパスワード変更メールを可能にしていたのは、例えば携帯電話で利用されているお客様がPCからパスワード変更を行う必要が出た時に、携帯電話がなくてもできるように利便性を図った"""	2019-07-04 05:18:13
cam_i8	はるか	688	590	#7pay 新規登録はチャージとシステムが別なので、新規登録を停止できるのは今日中にできるか、明日になるかは分からない。	2019-07-04 05:18:12
adachijapan3	カモ@路上生活	89	78	チャージは停止しますが新規登録はまだ止めません それ以前にに全部利用停止だろバカ #7Pay #セブンペイ	2019-07-04 05:18:10
kogure	コグレnote本執筆中[ブロガー:旅と酒とガジェット]	149740	1277	#7pay 記者会見 Q オムニ7等他のサービスも危険なのでは？ A 外部から不正なアクセスがないか確認した。1週間で特に際立つものがないことを確認している。	2019-07-04 05:17:57
HiromitsuTakagi	Hiromitsu Takagi	28272	208	#7pay  他者のサービスでこんな機能はないぞ！と質問しようず。 https://t.co/AT0YavSe8N	2019-07-04 05:17:53
archipelago276	nobujirou	37	0	セブンのアイスコーヒーが飲みたかったので、今日もセブンペイを使ってしまったな。 #7pay #セブンペイ	2019-07-04 05:17:31
shingyoP	心経P	159	278	脆弱性の検査で問題がなかった？そんなｗｗｗ #7pay	2019-07-04 05:17:27
